seed,state_idx,N,K,B,real_utility,latency_adjusted_utility,utility_per_diffusion_step,lambda_cost
1,2,1,16,16,-1.0246995933666725,-1.0806995933666725,-0.06404372458541703,0.0035
1,2,2,16,32,-0.8428378224475773,-0.9548378224475773,-0.02633868195148679,0.0035
1,2,4,16,64,-0.6860306961141733,-0.9100306961141733,-0.010719229626783958,0.0035
1,2,8,16,128,-0.5487274957144026,-0.9967274957144026,-0.00428693356026877,0.0035
1,2,16,16,256,-0.4338026232200059,-1.329802623220006,-0.001694541496953148,0.0035
1,2,32,16,512,-0.3444664038494819,-2.136466403849482,-0.0006727859450185193,0.0035
1,2,1,32,32,-1.0302569353910433,-1.1422569353910434,-0.032195529230970105,0.0035
1,2,2,32,64,-0.8731358237533866,-1.0971358237533866,-0.013642747246146666,0.0035
1,2,4,32,128,-0.765069273587559,-1.213069273587559,-0.005977103699902805,0.0035
1,2,8,32,256,-0.687404532881834,-1.583404532881834,-0.002685173956569664,0.0035
1,2,16,32,512,-0.6185030967095948,-2.410503096709595,-0.0012080138607609273,0.0035
1,2,32,32,1024,-0.560405816171066,-4.144405816171066,-0.0005472713048545566,0.0035
1,3,1,2,2,-1.5959792254717011,-1.602979225471701,-0.7979896127358506,0.0035
1,3,2,2,4,-1.1935048097229168,-1.2075048097229168,-0.2983762024307292,0.0035
1,3,4,2,8,-0.9075841488599151,-0.9355841488599151,-0.11344801860748939,0.0035
1,3,8,2,16,-0.6797676530738214,-0.7357676530738214,-0.042485478317113835,0.0035
1,3,16,2,32,-0.48263643718659444,-0.5946364371865944,-0.015082388662081076,0.0035
1,3,32,2,64,-0.32181841923574406,-0.545818419235744,-0.005028412800558501,0.0035
1,3,1,4,4,-1.2593109220729184,-1.2733109220729184,-0.3148277305182296,0.0035
1,3,2,4,8,-0.9720711370054471,-1.0000711370054471,-0.12150889212568089,0.0035
1,3,4,4,16,-0.7491587271059295,-0.8051587271059295,-0.04682242044412059,0.0035
1,3,8,4,32,-0.5766439624688132,-0.6886439624688132,-0.018020123827150413,0.0035
1,3,16,4,64,-0.45028400623428533,-0.6742840062342853,-0.007035687597410708,0.0035
1,3,32,4,128,-0.3745749418061196,-0.8225749418061197,-0.0029263667328603095,0.0035
1,3,1,8,8,-0.9566232649943984,-0.9846232649943985,-0.1195779081242998,0.0035
1,3,2,8,16,-0.7736886702357709,-0.829688670235771,-0.04835554188973568,0.0035
1,3,4,8,32,-0.6254104712482823,-0.7374104712482823,-0.019544077226508822,0.0035
1,3,8,8,64,-0.5006673695753547,-0.7246673695753547,-0.007822927649614918,0.0035
1,3,16,8,128,-0.3997226392727248,-0.8477226392727248,-0.0031228331193181623,0.0035
1,3,32,8,256,-0.3177389568703276,-1.2137389568703276,-0.0012411678002747172,0.0035
1,3,1,16,16,-0.850322794206424,-0.906322794206424,-0.0531451746379015,0.0035
1,3,2,16,32,-0.6596267050787036,-0.7716267050787036,-0.020613334533709487,0.0035
1,3,4,16,64,-0.5258236079894834,-0.7498236079894833,-0.008215993874835677,0.0035
1,3,8,16,128,-0.434141495412399,-0.882141495412399,-0.003391730432909367,0.0035
1,3,16,16,256,-0.374385520209796,-1.270385520209796,-0.0014624434383195156,0.0035
1,3,32,16,512,-0.3351403673224724,-2.1271403673224722,-0.0006545710299267039,0.0035
1,3,1,32,32,-0.8615766162947696,-0.9735766162947695,-0.02692426925921155,0.0035
1,3,2,32,64,-0.7223774180299743,-0.9463774180299743,-0.01128714715671835,0.0035
1,3,4,32,128,-0.6003271114941726,-1.0483271114941726,-0.0046900555585482236,0.0035
1,3,8,32,256,-0.4893225279759221,-1.385322527975922,-0.0019114161249059456,0.0035
1,3,16,32,512,-0.3871885883539309,-2.179188588353931,-0.0007562277116287713,0.0035
1,3,32,32,1024,-0.30358844511340105,-3.8875884451134013,-0.0002964730909310557,0.0035
1,4,1,2,2,-1.5094435870218637,-1.5164435870218635,-0.7547217935109318,0.0035
1,4,2,2,4,-1.1556515869492965,-1.1696515869492965,-0.2889128967373241,0.0035
1,4,4,2,8,-0.9038910183964989,-0.9318910183964989,-0.11298637729956236,0.0035
1,4,8,2,16,-0.7162961102066573,-0.7722961102066573,-0.04476850688791608,0.0035
1,4,16,2,32,-0.5704888812159168,-0.6824888812159168,-0.0178277775379974,0.0035
1,4,32,2,64,-0.47289831414078265,-0.6968983141407826,-0.007389036158449729,0.0035
1,4,1,4,4,-1.3145910818050277,-1.3285910818050277,-0.3286477704512569,0.0035
1,4,2,4,8,-0.9982355110823717,-1.0262355110823718,-0.12477943888529647,0.0035
1,4,4,4,16,-0.7521890288250737,-0.8081890288250737,-0.047011814301567104,0.0035
1,4,8,4,32,-0.5600430909809927,-0.6720430909809927,-0.017501346593156022,0.0035
1,4,16,4,64,-0.41719698697707075,-0.6411969869770707,-0.0065187029215167305,0.0035
1,4,32,4,128,-0.32786855402733706,-0.7758685540273371,-0.0025614730783385707,0.0035
1,4,1,8,8,-0.9821732948519921,-1.0101732948519921,-0.12277166185649901,0.0035
1,4,2,8,16,-0.8039919916473816,-0.8599919916473816,-0.05024949947796135,0.0035
1,4,4,8,32,-0.6684234943186471,-0.7804234943186471,-0.020888234197457722,0.0035
1,4,8,8,64,-0.5583830343438455,-0.7823830343438455,-0.008724734911622586,0.0035
1,4,16,8,128,-0.46196807835823456,-0.9099680783582346,-0.0036091256121737075,0.0035
1,4,32,8,256,-0.3756963839007796,-1.2716963839007795,-0.0014675639996124203,0.0035
1,4,1,16,16,-0.8723169094655627,-0.9283169094655628,-0.05451980684159767,0.0035
1,4,2,16,32,-0.703448367417457,-0.815448367417457,-0.02198276148179553,0.0035
1,4,4,16,64,-0.5638298586782549,-0.7878298586782548,-0.008809841541847732,0.0035
1,4,8,16,128,-0.4541937079412944,-0.9021937079412944,-0.0035483883432913623,0.0035
1,4,16,16,256,-0.3718584582475246,-1.2678584582475247,-0.001452572102529393,0.0035
1,4,32,16,512,-0.32197710111222566,-2.1139771011122255,-0.0006288615256098157,0.0035
1,4,1,32,32,-0.8323637326981106,-0.9443637326981106,-0.026011366646815956,0.0035
1,4,2,32,64,-0.6612928162576888,-0.8852928162576887,-0.010332700254026387,0.0035
1,4,4,32,128,-0.5148769719211541,-0.9628769719211541,-0.0040224763431340165,0.0035
1,4,8,32,256,-0.3910040173318758,-1.2870040173318757,-0.0015273594427026398,0.0035
1,4,16,32,512,-0.3048505676337684,-2.0968505676337683,-0.0005954112649097039,0.0035
1,4,32,32,1024,-0.24592536292572295,-3.829925362925723,-0.00024016148723215132,0.0035
1,5,1,2,2,-1.5024970329792047,-1.5094970329792046,-0.7512485164896023,0.0035
1,5,2,2,4,-1.187316189563075,-1.201316189563075,-0.29682904739076876,0.0035
1,5,4,2,8,-0.9470289765276365,-0.9750289765276365,-0.11837862206595456,0.0035
1,5,8,2,16,-0.7677849190029811,-0.8237849190029811,-0.04798655743768632,0.0035
1,5,16,2,32,-0.6284107601863823,-0.7404107601863823,-0.019637836255824447,0.0035
1,5,32,2,64,-0.5279387029166153,-0.7519387029166152,-0.008249042233072114,0.0035
1,5,1,4,4,-1.2736947714448423,-1.2876947714448423,-0.3184236928612106,0.0035
1,5,2,4,8,-0.9630950794670851,-0.9910950794670851,-0.12038688493338563,0.0035
1,5,4,4,16,-0.7551025754887871,-0.8111025754887872,-0.047193910968049195,0.0035
1,5,8,4,32,-0.6115527885110427,-0.7235527885110427,-0.019111024640970083,0.0035
1,5,16,4,64,-0.5046235507664676,-0.7286235507664676,-0.007884742980726056,0.0035
1,5,32,4,128,-0.42118059447879486,-0.8691805944787949,-0.003290473394365585,0.0035
1,5,1,8,8,-0.9237198243017173,-0.9517198243017173,-0.11546497803771466,0.0035
1,5,2,8,16,-0.7077434964460426,-0.7637434964460427,-0.044233968527877664,0.0035
1,5,4,8,32,-0.551991182138141,-0.663991182138141,-0.017249724441816907,0.0035
1,5,8,8,64,-0.44257369971885396,-0.6665736997188539,-0.006915214058107093,0.0035
1,5,16,8,128,-0.3699021528549386,-0.8179021528549386,-0.002889860569179208,0.0035
1,5,32,8,256,-0.3292081737875703,-1.2252081737875704,-0.0012859694288576964,0.0035
1,5,1,16,16,-0.7942534357599713,-0.8502534357599714,-0.04964083973499821,0.0035
1,5,2,16,32,-0.6418880848778796,-0.7538880848778796,-0.02005900265243374,0.0035
1,5,4,16,64,-0.5221740876692188,-0.7461740876692188,-0.008158970119831544,0.0035
1,5,8,16,128,-0.4300231836180232,-0.8780231836180232,-0.0033595561220158064,0.0035
1,5,16,16,256,-0.3646453659842858,-1.2606453659842858,-0.0014243959608761165,0.0035
1,5,32,16,512,-0.32706419290138333,-2.1190641929013836,-0.0006387972517605143,0.0035
1,5,1,32,32,-0.7523644810348203,-0.8643644810348203,-0.023511390032338136,0.0035
1,5,2,32,64,-0.6275085372948299,-0.8515085372948299,-0.009804820895231717,0.0035
1,5,4,32,128,-0.5156085173746361,-0.963608517374636,-0.0040281915419893444,0.0035
1,5,8,32,256,-0.428920037145019,-1.324920037145019,-0.0016754688950977304,0.0035
1,5,16,32,512,-0.3727848009474151,-2.164784800947415,-0.0007280953143504202,0.0035
1,5,32,32,1024,-0.3390716834149411,-3.9230716834149413,-0.0003311246908349034,0.0035
1,6,1,2,2,-1.39460021760376,-1.4016002176037599,-0.69730010880188,0.0035
1,6,2,2,4,-1.0755215145252526,-1.0895215145252526,-0.26888037863131314,0.0035
1,6,4,2,8,-0.8471978338319319,-0.875197833831932,-0.10589972922899149,0.0035
1,6,8,2,16,-0.657200436925296,-0.713200436925296,-0.041075027307831,0.0035
1,6,16,2,32,-0.5123556795865767,-0.6243556795865767,-0.01601111498708052,0.0035
1,6,32,2,64,-0.4039793615617241,-0.6279793615617241,-0.006312177524401939,0.0035
1,6,1,4,4,-1.3216265623364183,-1.3356265623364183,-0.33040664058410457,0.0035
1,6,2,4,8,-1.0305597109908688,-1.0585597109908689,-0.1288199638738586,0.0035
1,6,4,4,16,-0.8059057563223004,-0.8619057563223005,-0.05036910977014378,0.0035
1,6,8,4,32,-0.6273258104689294,-0.7393258104689294,-0.019603931577154045,0.0035
1,6,16,4,64,-0.4935483440202618,-0.7175483440202618,-0.007711692875316591,0.0035
1,6,32,4,128,-0.3940372843896035,-0.8420372843896036,-0.0030784162842937774,0.0035
1,6,1,8,8,-0.9168153679247676,-0.9448153679247676,-0.11460192099059595,0.0035
1,6,2,8,16,-0.7397414416174334,-0.7957414416174334,-0.046233840101089586,0.0035
1,6,4,8,32,-0.5984850531837903,-0.7104850531837903,-0.018702657911993447,0.0035
1,6,8,8,64,-0.4856581860493557,-0.7096581860493557,-0.0075884091570211825,0.0035
1,6,16,8,128,-0.39459528606682825,-0.8425952860668282,-0.0030827756723970957,0.0035
1,6,32,8,256,-0.31148589405821114,-1.2074858940582112,-0.0012167417736648873,0.0035
1,6,1,16,16,-0.8006796057225697,-0.8566796057225697,-0.050042475357660605,0.0035
1,6,2,16,32,-0.636417269155667,-0.748417269155667,-0.019888039661114593,0.0035
1,6,4,16,64,-0.4980501255911925,-0.7220501255911925,-0.007782033212362383,0.0035
1,6,8,16,128,-0.3841291388071788,-0.8321291388071788,-0.0030010088969310844,0.0035
1,6,16,16,256,-0.2959849631866735,-1.1919849631866735,-0.0011561912624479434,0.0035
1,6,32,16,512,-0.23801338809004952,-2.0300133880900497,-0.00046486989861337796,0.0035
1,6,1,32,32,-0.8020864246866739,-0.9140864246866739,-0.02506520077145856,0.0035
1,6,2,32,64,-0.6717867969469589,-0.8957867969469588,-0.010496668702296232,0.0035
1,6,4,32,128,-0.554384929531443,-1.002384929531443,-0.004331132261964399,0.0035
1,6,8,32,256,-0.4558861478089772,-1.3518861478089772,-0.0017808052648788171,0.0035
1,6,16,32,512,-0.3838177325940099,-2.17581773259401,-0.0007496440089726756,0.0035
1,6,32,32,1024,-0.34065293905196303,-3.9246529390519633,-0.00033266888579293265,0.0035
1,7,1,2,2,-1.541314550327058,-1.548314550327058,-0.770657275163529,0.0035
1,7,2,2,4,-1.1284741142213393,-1.1424741142213393,-0.2821185285553348,0.0035
1,7,4,2,8,-0.7900514396686316,-0.8180514396686316,-0.09875642995857895,0.0035
1,7,8,2,16,-0.5060125997990684,-0.5620125997990685,-0.03162578748744178,0.0035
1,7,16,2,32,-0.28343431367488514,-0.39543431367488513,-0.00885732230234016,0.0035
1,7,32,2,64,-0.15203371901800436,-0.37603371901800436,-0.002375526859656318,0.0035
1,7,1,4,4,-1.294093467658853,-1.308093467658853,-0.32352336691471323,0.0035
1,7,2,4,8,-0.9423220588872618,-0.9703220588872619,-0.11779025736090773,0.0035
1,7,4,4,16,-0.6849609411087572,-0.7409609411087572,-0.04281005881929732,0.0035
1,7,8,4,32,-0.48412305627932406,-0.596123056279324,-0.015128845508728877,0.0035
1,7,16,4,64,-0.3293516669557875,-0.5533516669557875,-0.0051461197961841796,0.0035
1,7,32,4,128,-0.22089008748769348,-0.6688900874876935,-0.0017257038084976053,0.0035
1,7,1,8,8,-0.9739303471832919,-1.0019303471832919,-0.12174129339791148,0.0035
1,7,2,8,16,-0.7734716949882906,-0.8294716949882907,-0.04834198093676816,0.0035
1,7,4,8,32,-0.6120575535898181,-0.724057553589818,-0.019126798549681814,0.0035
1,7,8,8,64,-0.48653944953129796,-0.710539449531298,-0.007602178898926531,0.0035
1,7,16,8,128,-0.38940055557012,-0.83740055557012,-0.0030421918403915624,0.0035
1,7,32,8,256,-0.3015038607556441,-1.197503860755644,-0.0011777494560767348,0.0035
1,7,1,16,16,-0.9014971332377472,-0.9574971332377472,-0.0563435708273592,0.0035
1,7,2,16,32,-0.717693014453952,-0.8296930144539519,-0.022427906701686,0.0035
1,7,4,16,64,-0.5672645154825089,-0.7912645154825089,-0.008863508054414201,0.0035
1,7,8,16,128,-0.44008210443945983,-0.8880821044394598,-0.00343814144093328,0.0035
1,7,16,16,256,-0.3329921579458594,-1.2289921579458594,-0.0013007506169760133,0.0035
1,7,32,16,512,-0.2444092744620442,-2.036409274462044,-0.00047736186418368006,0.0035
1,7,1,32,32,-0.8980487926514849,-1.010048792651485,-0.0280640247703589,0.0035
1,7,2,32,64,-0.7247927699000988,-0.9487927699000988,-0.011324887029689043,0.0035
1,7,4,32,128,-0.595787713078661,-1.043787713078661,-0.004654591508427039,0.0035
1,7,8,32,256,-0.4926455306420128,-1.388645530642013,-0.0019243966040703624,0.0035
1,7,16,32,512,-0.4142779728310984,-2.2062779728310984,-0.0008091366656857391,0.0035
1,7,32,32,1024,-0.3494712920574534,-3.9334712920574537,-0.00034128055864985686,0.0035
2,0,1,2,2,-1.4883892634049296,-1.4953892634049295,-0.7441946317024648,0.0035
2,0,2,2,4,-1.0905710466558873,-1.1045710466558873,-0.27264276166397183,0.0035
2,0,4,2,8,-0.7948463186112275,-0.8228463186112275,-0.09935578982640343,0.0035
2,0,8,2,16,-0.5645656245986017,-0.6205656245986018,-0.03528535153741261,0.0035
2,0,16,2,32,-0.37756890103795476,-0.48956890103795475,-0.011799028157436086,0.0035
2,0,32,2,64,-0.22992528815586205,-0.4539252881558621,-0.0035925826274353445,0.0035
2,0,1,4,4,-1.1674579229187576,-1.1814579229187576,-0.2918644807296894,0.0035
2,0,2,4,8,-0.8873387275592823,-0.9153387275592824,-0.11091734094491029,0.0035
2,0,4,4,16,-0.6853048837513948,-0.7413048837513948,-0.04283155523446217,0.0035
2,0,8,4,32,-0.5432702612980379,-0.6552702612980379,-0.016977195665563685,0.0035
2,0,16,4,64,-0.44963353639949827,-0.6736335363994983,-0.0070255240062421604,0.0035
2,0,32,4,128,-0.3860554582950507,-0.8340554582950508,-0.0030160582679300838,0.0035
2,0,1,8,8,-0.8634202421048516,-0.8914202421048516,-0.10792753026310645,0.0035
2,0,2,8,16,-0.7017173830930895,-0.7577173830930896,-0.043857336443318094,0.0035
2,0,4,8,32,-0.5793781005961708,-0.6913781005961708,-0.018105565643630337,0.0035
2,0,8,8,64,-0.48681811718835427,-0.7108181171883543,-0.0076065330810680355,0.0035
2,0,16,8,128,-0.4178254579546582,-0.8658254579546583,-0.003264261390270767,0.0035
2,0,32,8,256,-0.37351505501692506,-1.269515055016925,-0.0014590431836598635,0.0035
2,0,1,16,16,-0.7787418005879478,-0.8347418005879479,-0.04867136253674674,0.0035
2,0,2,16,32,-0.6500828810865683,-0.7620828810865683,-0.02031509003395526,0.0035
2,0,4,16,64,-0.5485720191578594,-0.7725720191578593,-0.008571437799341552,0.0035
2,0,8,16,128,-0.4588046561732925,-0.9068046561732925,-0.003584411376353848,0.0035
2,0,16,16,256,-0.37411621403177975,-1.2701162140317797,-0.0014613914610616396,0.0035
2,0,32,16,512,-0.3008274118235075,-2.0928274118235075,-0.000587553538717788,0.0035
2,0,1,32,32,-0.8164272134894506,-0.9284272134894506,-0.02551335042154533,0.0035
2,0,2,32,64,-0.6918293671925713,-0.9158293671925712,-0.010809833862383926,0.0035
2,0,4,32,128,-0.5751198432794828,-1.0231198432794828,-0.00449312377562096,0.0035
2,0,8,32,256,-0.47517431653573605,-1.3711743165357362,-0.001856149673967719,0.0035
2,0,16,32,512,-0.3891182808457143,-2.1811182808457144,-0.0007599966422767858,0.0035
2,0,32,32,1024,-0.3100432450322764,-3.8940432450322766,-0.00030277660647683245,0.0035
2,1,1,2,2,-1.557488528616698,-1.5644885286166978,-0.778744264308349,0.0035
2,1,2,2,4,-1.1578145068342132,-1.1718145068342132,-0.2894536267085533,0.0035
2,1,4,2,8,-0.8783900971958712,-0.9063900971958713,-0.1097987621494839,0.0035
2,1,8,2,16,-0.7027731032404363,-0.7587731032404363,-0.04392331895252727,0.0035
2,1,16,2,32,-0.5973407843574396,-0.7093407843574396,-0.01866689951116999,0.0035
2,1,32,2,64,-0.536853250049588,-0.7608532500495879,-0.008388332032024812,0.0035
2,1,1,4,4,-1.328815280579757,-1.342815280579757,-0.33220382014493927,0.0035
2,1,2,4,8,-1.0225088432124803,-1.0505088432124803,-0.12781360540156003,0.0035
2,1,4,4,16,-0.7647928579723946,-0.8207928579723947,-0.04779955362327466,0.0035
2,1,8,4,32,-0.5605596683473082,-0.6725596683473082,-0.01751748963585338,0.0035
2,1,16,4,64,-0.41250196037143844,-0.6365019603714385,-0.006445343130803726,0.0035
2,1,32,4,128,-0.30688810609186473,-0.7548881060918647,-0.0023975633288426932,0.0035
2,1,1,8,8,-0.8354132031421344,-0.8634132031421344,-0.1044266503927668,0.0035
2,1,2,8,16,-0.6604005358574093,-0.7164005358574094,-0.04127503349108808,0.0035
2,1,4,8,32,-0.5382204529928283,-0.6502204529928283,-0.016819389156025884,0.0035
2,1,8,8,64,-0.44509921831512983,-0.6690992183151299,-0.006954675286173904,0.0035
2,1,16,8,128,-0.3731449511163927,-0.8211449511163926,-0.0029151949305968178,0.0035
2,1,32,8,256,-0.3200832649163382,-1.2160832649163382,-0.0012503252535794461,0.0035
2,1,1,16,16,-0.7894078084895167,-0.8454078084895168,-0.0493379880305948,0.0035
2,1,2,16,32,-0.6431971704722875,-0.7551971704722875,-0.020099911577258985,0.0035
2,1,4,16,64,-0.522827049012569,-0.746827049012569,-0.008169172640821391,0.0035
2,1,8,16,128,-0.4202285711076186,-0.8682285711076185,-0.00328303571177827,0.0035
2,1,16,16,256,-0.3489162016567401,-1.24491620165674,-0.001362953912721641,0.0035
2,1,32,16,512,-0.3099922986199325,-2.1019922986199324,-0.0006054537082420557,0.0035
2,1,1,32,32,-0.7915931179663578,-0.9035931179663578,-0.02473728493644868,0.0035
2,1,2,32,64,-0.6665250136959743,-0.8905250136959743,-0.010414453338999598,0.0035
2,1,4,32,128,-0.5574598842311063,-1.0054598842311062,-0.004355155345555518,0.0035
2,1,8,32,256,-0.46247056682833204,-1.3584705668283321,-0.001806525651673172,0.0035
2,1,16,32,512,-0.38677766210722475,-2.178777662107225,-0.0007554251213031733,0.0035
2,1,32,32,1024,-0.3314587485163124,-3.9154587485163126,-0.00032369018409796133,0.0035
2,2,1,2,2,-1.700832367948924,-1.7078323679489238,-0.850416183974462,0.0035
2,2,2,2,4,-1.3267013236808582,-1.3407013236808583,-0.33167533092021456,0.0035
2,2,4,2,8,-1.0468508247843031,-1.0748508247843032,-0.1308563530980379,0.0035
2,2,8,2,16,-0.8261664103227051,-0.8821664103227052,-0.05163540064516907,0.0035
2,2,16,2,32,-0.6419994329279758,-0.7539994329279758,-0.020062482278999243,0.0035
2,2,32,2,64,-0.49825656572659216,-0.7222565657265921,-0.0077852588394780025,0.0035
2,2,1,4,4,-1.3643528949688595,-1.3783528949688595,-0.34108822374221487,0.0035
2,2,2,4,8,-1.0171350850735645,-1.0451350850735646,-0.12714188563419557,0.0035
